weight,temp,bal_acc_mean,bal_acc_std,auroc_mean,auroc_std,num_seeds
0.0,0.05,0.5,0.0,,,3
0.0,0.1,0.5,0.0,,,3
0.0,0.2,0.5,0.0,,,3
0.1,0.05,0.5,0.0,,,3
0.1,0.1,0.5,0.0,,,3
0.1,0.2,0.5,0.0,,,3
1.0,0.05,0.5,0.0,,,3
1.0,0.1,0.5,0.0,,,3
1.0,0.2,0.5,0.0,,,3
